comment,Cleaned_Comment,Sentiment
Geniale e bellissimo 👏👏👏👏👏,Geniale e bellissimo,neutral
bad vfx,bad vfx,negative
Chista si chiama meravigghia! Sicilia benda mia. 😍,Chista si chiama meravigghia Sicilia benda mia,neutral
❤️,,neutral
"Honda, powered RB6?",Honda powered RB6,neutral
"Those Renault&#39;s are still useful then, Christian? 😄",Those Renault39s are still useful then Christian,positive
Bellissimo video ❤🇮🇹,Bellissimo video,neutral
Bellissimo video ❤🇮🇹,Bellissimo video,neutral
Would be great if they put the V8 in the new cars.,Would be great if they put the V8 in the new cars,positive
Semplicemente wow,Semplicemente wow,positive
Bellissima Palermo e tutta la Sicilia,Bellissima Palermo e tutta la Sicilia,neutral
Stupendo ed emozionante,Stupendo ed emozionante,neutral
Strano che non sia saltata in aria... di solito li le macchine fanno quella fine!,Strano che non sia saltata in aria di solito li le macchine fanno quella fine,positive
Fiero di far parte di questa meravigliosa città ❤️,Fiero di far parte di questa meravigliosa citt,positive
"Meravigliosa Palermo, grazie per questo video emozionante. 👏🤩",Meravigliosa Palermo grazie per questo video emozionante,neutral
Fantastico!!!!..👍👍👍,Fantastico,neutral
Palermo e Sempre Palermo 😁,Palermo e Sempre Palermo,neutral
"Video spettacolare, un capolavoro, girato in maniera magistrale, un trionfo di colori, bellezza, stupore! Grazie per questa bellissima rappresentazione di una città fantastica",Video spettacolare un capolavoro girato in maniera magistrale un trionfo di colori bellezza stupore Grazie per questa bellissima rappresentazione di una citt fantastica,neutral
GRANDE MAX !,GRANDE MAX,neutral
"Se Mercedes ha le palle, fa la stessa cosa di contro a Catania. Segnatevi questo commento",Se Mercedes ha le palle fa la stessa cosa di contro a Catania Segnatevi questo commento,neutral
Wow chi sa di chi è quel carretto 🤔,Wow chi sa di chi  quel carretto,positive
"Bellissima la mia Palermo, per me e un grande onore questo video, grazieee Red Bull.",Bellissima la mia Palermo per me e un grande onore questo video grazieee Red Bull,neutral
Sicily ❤❤❤,Sicily,neutral
AMAZING!!!!!!!,AMAZING,positive
Fantastico!!!!,Fantastico,neutral
"These videos are simply extraordinary.  Love it, but wonder how much of it was CGI and how much was &#39;real&#39;.? Anyway, epic!",These videos are simply extraordinary  Love it but wonder how much of it was CGI and how much was 39real39 Anyway epic,positive
"Mmm... Renault engine with Honda livery? Would have been a very quiet video if they used the Turbo instead of the Valves. Well done on the production, really enjoyed it Red Bull",Mmm Renault engine with Honda livery Would have been a very quiet video if they used the Turbo instead of the Valves Well done on the production really enjoyed it Red Bull,positive
Amazing yet again! Still sad I missed the one in Holland :(,Amazing yet again Still sad I missed the one in Holland,positive
"Eravamo a Palermo in viaggio di nozze e proprio il sabato delle riprese ci siamo trovati a Palermo, è stata un’emozione unica vedere dal vivo anche un piccolo frammento del lavoro fatto! 😍 Palermo è stupenda",Eravamo a Palermo in viaggio di nozze e proprio il sabato delle riprese ci siamo trovati a Palermo  stata unemozione unica vedere dal vivo anche un piccolo frammento del lavoro fatto  Palermo  stupenda,neutral
Excellent et paysage Magnifique… Viva Italia😉,Excellent et paysage Magnifique Viva Italia,positive
They get sound from old engines. Now it&#39;s not correct. Modern engines sounds like woowoozella.,They get sound from old engines Now it39s not correct Modern engines sounds like woowoozella,positive
Monza called but y&#39;all didn&#39;t answer,Monza called but y39all didn39t answer,neutral
I was there in Mondello during the shooting!,I was there in Mondello during the shooting,neutral
whaou ! thank you !,whaou  thank you,neutral
Simply amazing! Thanks a lot for sharing this wonderful video. Palermo is one of the most beautiful cities in the world. First Dolce&amp;Gabbana and then RedBull both revolutionized the tourism here<br><br>Cheers from Palermo ❤🍋🍊🇮🇹,Simply amazing Thanks a lot for sharing this wonderful video Palermo is one of the most beautiful cities in the world First DolceampGabbana and then RedBull both revolutionized the tourism hereCheers from Palermo,positive
Semplicemente meraviglioso !!!,Semplicemente meraviglioso,neutral
"Palermo is a Magical city!<br>Full of music, culture and art!!!<br><br>and one of the best places I have ever visited!!!!<br><br>Hope I will make it back soon!",Palermo is a Magical cityFull of music culture and artand one of the best places I have ever visitedHope I will make it back soon,positive
"WOW.. This is beautiful city!!<br>WOW.. You are wonderful, Palermo!!<br>I see you soon!! 😍🙏🏻❤️",WOW This is beautiful cityWOW You are wonderful PalermoI see you soon,positive
🇮🇹🇮🇹,,neutral
Jadi Keinget Ricciardo njir,Jadi Keinget Ricciardo njir,neutral
when the car is so fast and u when u take a video / screenshot it doesnt appear when u recorded it or took a picture of it:,when the car is so fast and u when u take a video  screenshot it doesnt appear when u recorded it or took a picture of it,positive
imagine being a fan of another team as an italian and the f1 car that comes out is your most hated team and you thought it was different teams: <br><br><br><br><br><br>wow bruh moment,imagine being a fan of another team as an italian and the f1 car that comes out is your most hated team and you thought it was different teams wow bruh moment,negative
"everyone: loooking at monza and max<br>me: looking at the chef cooking pork at <a href=""https://www.youtube.com/watch?v=T8Yxjf5hv-E&amp;t=21"">0:21</a>",everyone loooking at monza and maxme looking at the chef cooking pork at 021,neutral
That fake engine noise is hilarious!,That fake engine noise is hilarious,neutral
Renault engine with honda stickers? ;),Renault engine with honda stickers,neutral
"Bello il filmato, ridicolo il titolo: Monza (la mia città) è a più di 1000 km da Palermo (città stupenda)e non c&#39;è il mare...",Bello il filmato ridicolo il titolo Monza la mia citt  a pi di 1000 km da Palermo citt stupendae non c39 il mare,neutral
Da oggi in poi tifo anche per Verstappen.... Un Grazie alla Red Bull.. Grande Spot !!! Cosi si conquista la cittadinanza onoraria!!!,Da oggi in poi tifo anche per Verstappen Un Grazie alla Red Bull Grande Spot  Cosi si conquista la cittadinanza onoraria,neutral
😍👍,,neutral
👏🏼👏🏼👏🏼👏🏼,,neutral
After seeing the race it hits different lol,After seeing the race it hits different lol,positive
Best advertising forever... good job Redbull,Best advertising forever good job Redbull,positive
TOP!!!!!,TOP,positive
Spot meraviglioso.....lo rivedo tante volte al giorno. E ogni giorno ho la pelle d oca. Mai vista la mia Palermo così bella,Spot meravigliosolo rivedo tante volte al giorno E ogni giorno ho la pelle d oca Mai vista la mia Palermo cos bella,neutral
Every Redbull videos is really amazing every post i follow.. the best YouTube Motorsport ever i see. really love Redbull F1 ♥️,Every Redbull videos is really amazing every post i follow the best YouTube Motorsport ever i see really love Redbull F1,positive
"After this video Redbull will make pitstop in Mars and Pluto.. they dream to make pitstop in Sun but max can&#39;t take this, their crew all is okay with it but max scare if he will be skin like hamilton.. because if he do this, after skin burn he not angry Dutch anymore but he will be burning Dutch.. okay im done 😂",After this video Redbull will make pitstop in Mars and Pluto they dream to make pitstop in Sun but max can39t take this their crew all is okay with it but max scare if he will be skin like hamilton because if he do this after skin burn he not angry Dutch anymore but he will be burning Dutch okay im done,positive
"What a great sounding race car, wish them back on track🔥❤️",What a great sounding race car wish them back on track,positive
Come si chiama lá música?,Come si chiama l msica,neutral
Bravissimo max<br>Benvenuto a Sicilia,Bravissimo maxBenvenuto a Sicilia,neutral
OMG!!! La pubblicità più bella che io abbia mai visto!!!,OMG La pubblicit pi bella che io abbia mai visto,neutral
mi è sembrato di vedere uno jakidale selvatico,mi  sembrato di vedere uno jakidale selvatico,neutral
Fantastico,Fantastico,neutral
crash in calling,crash in calling,neutral
Red Bull never cease to impress way to go boys 😊,Red Bull never cease to impress way to go boys,neutral
Ciao max Monza ti rifiuta,Ciao max Monza ti rifiuta,neutral
The music is Offenbach’s “la barcarola”,The music is Offenbachs la barcarola,neutral
Signora I limoni SIGNORAAAAAAAAH,Signora I limoni SIGNORAAAAAAAAH,neutral
domanda importante : in macchina era davvero Verstappen a Palermo oppure è un falso storico ?,domanda importante  in macchina era davvero Verstappen a Palermo oppure  un falso storico,neutral
impara italiano verstappen,impara italiano verstappen,neutral
Che emozione!,Che emozione,neutral
Palermo è stupenda...,Palermo  stupenda,neutral
"Cool,,    Max  makes F1 fantastic",Cool    Max  makes F1 fantastic,positive
"wow che città, ora capisco perché era la metà di tutti i turisti del mondo. visitata e abitata da re e Nobili di tutto il pianeta, tutte le gran città italiane e Europe. sono bellissime qui la  reb bull  ha dato il massimo ha fatto un spot  meraviglioso complimenti bravi",wow che citt ora capisco perch era la met di tutti i turisti del mondo visitata e abitata da re e Nobili di tutto il pianeta tutte le gran citt italiane e Europe sono bellissime qui la  reb bull  ha dato il massimo ha fatto un spot  meraviglioso complimenti bravi,positive
Come attirare nuovi tifosi. Alla Red Bull ne sanno una piu del diavolo :),Come attirare nuovi tifosi Alla Red Bull ne sanno una piu del diavolo,neutral
Grazie red bull... Video bellissimo... Palermo e questa è tanto altro... Ci siamo incavolati per il traffico di quei giorni causa strade chiuse per lo spot... Ma oggi vi dico GRAZIE perché questo video è un messaggio uno spot per portare tanto turismo in città...,Grazie red bull Video bellissimo Palermo e questa  tanto altro Ci siamo incavolati per il traffico di quei giorni causa strade chiuse per lo spot Ma oggi vi dico GRAZIE perch questo video  un messaggio uno spot per portare tanto turismo in citt,neutral
Not accurate. We all know Max’s radio was: Gotshk itskk greastshk spoxtsx forskx ah leetelkxs spinsxkx,Not accurate We all know Maxs radio was Gotshk itskk greastshk spoxtsx forskx ah leetelkxs spinsxkx,negative
that red bull is  just beautiful,that red bull is  just beautiful,positive
Everybody knows it isnt this year&#39;s car,Everybody knows it isnt this year39s car,neutral
AWESOME,AWESOME,positive
Y alguien escribe en TripAdvisor &quot;no hay mucho que ver en Palermo&quot;.<br>No se hizo la miel para la boca del....<br>O echarle perlas a los 🐖,Y alguien escribe en TripAdvisor quotno hay mucho que ver en PalermoquotNo se hizo la miel para la boca delO echarle perlas a los,neutral
"Città più bella non ve! Tutti sognano mete esotiche dove vivere, ignorando d&#39;avere sotto il naso , la città più bella del mondo! Ma avete visto che immagini?",Citt pi bella non ve Tutti sognano mete esotiche dove vivere ignorando d39avere sotto il naso  la citt pi bella del mondo Ma avete visto che immagini,neutral
Palermo sei bellissima 😍,Palermo sei bellissima,neutral
Go Max go 😍😍,Go Max go,neutral
when you realize there&#39;s no halo,when you realize there39s no halo,neutral
😁 GOOD LUCK GUYS ❤️😎,GOOD LUCK GUYS,positive
"Brava Red Bull , un bellissimo video !!! 👍👍",Brava Red Bull  un bellissimo video,neutral
I think a bit of CGI was used in the making of this one.,I think a bit of CGI was used in the making of this one,neutral
"I think rb should put an old livery on a new car, like the show car has the most recent livery an like the rb6, but what if they put the rb6 livery on the rb16b",I think rb should put an old livery on a new car like the show car has the most recent livery an like the rb6 but what if they put the rb6 livery on the rb16b,positive
