author,comment,published_at
@Simomito297,Bellissimo video ❤🇮🇹,2021-09-15T20:22:44Z
@killuminatii1,Would be great if they put the V8 in the new cars.,2021-09-15T19:55:03Z
@SalvatoreGrigoli,Semplicemente wow,2021-09-15T19:26:21Z
@rosaliaagliata2581,Bellissima Palermo e tutta la Sicilia,2021-09-15T18:05:30Z
@luisamariavivacqua4632,Stupendo ed emozionante,2021-09-15T12:14:35Z
@SuperCrashdavis,Strano che non sia saltata in aria... di solito li le macchine fanno quella fine!,2021-09-15T11:34:46Z
@simonepiraino7325,Fiero di far parte di questa meravigliosa città ❤️,2021-09-15T10:03:31Z
@stefaniagiglio2026,"Meravigliosa Palermo, grazie per questo video emozionante. 👏🤩",2021-09-15T09:10:45Z
@matlins912,Fantastico!!!!..👍👍👍,2021-09-15T09:10:02Z
@Gameplay1973Channel,Palermo e Sempre Palermo 😁,2021-09-15T08:35:07Z
@andrealamantia5985,"Video spettacolare, un capolavoro, girato in maniera magistrale, un trionfo di colori, bellezza, stupore! Grazie per questa bellissima rappresentazione di una città fantastica",2021-09-14T21:27:46Z
@alexfast9944,GRANDE MAX !,2021-09-14T17:50:08Z
@damianodarrigo2915,"Se Mercedes ha le palle, fa la stessa cosa di contro a Catania. Segnatevi questo commento",2021-09-14T17:31:51Z
@paoloalario9925,Wow chi sa di chi è quel carretto 🤔,2021-09-14T16:01:09Z
@manuelalopiccolo9749,"Bellissima la mia Palermo, per me e un grande onore questo video, grazieee Red Bull.",2021-09-14T13:30:35Z
@maucex295,Sicily ❤❤❤,2021-09-14T13:16:31Z
@PaletaBzdzina_,AMAZING!!!!!!!,2021-09-14T12:28:00Z
@maddalenaalesse8091,Fantastico!!!!,2021-09-14T12:16:51Z
@vrccb,"These videos are simply extraordinary.  Love it, but wonder how much of it was CGI and how much was &#39;real&#39;.? Anyway, epic!",2021-09-14T10:10:05Z
@governmentninja,"Mmm... Renault engine with Honda livery? Would have been a very quiet video if they used the Turbo instead of the Valves. Well done on the production, really enjoyed it Red Bull",2021-09-14T09:28:37Z
@vincentvandijkhuizen7420,Amazing yet again! Still sad I missed the one in Holland :(,2021-09-14T09:06:08Z
@sofiafasoi2162,"Eravamo a Palermo in viaggio di nozze e proprio il sabato delle riprese ci siamo trovati a Palermo, è stata un’emozione unica vedere dal vivo anche un piccolo frammento del lavoro fatto! 😍 Palermo è stupenda",2021-09-14T07:58:13Z
@lagosseattitude,Excellent et paysage Magnifique… Viva Italia😉,2021-09-14T07:43:00Z
@user-zy7ih3pf8j,They get sound from old engines. Now it&#39;s not correct. Modern engines sounds like woowoozella.,2021-09-14T04:22:45Z
@gaulol,Monza called but y&#39;all didn&#39;t answer,2021-09-13T23:28:53Z
@polak.7144,I was there in Mondello during the shooting!,2021-09-13T21:39:24Z
@Housestationlive,whaou ! thank you !,2021-09-13T21:32:06Z
@carlosalerno98,Simply amazing! Thanks a lot for sharing this wonderful video. Palermo is one of the most beautiful cities in the world. First Dolce&amp;Gabbana and then RedBull both revolutionized the tourism here<br><br>Cheers from Palermo ❤🍋🍊🇮🇹,2021-09-13T19:55:47Z
@redherzog,Semplicemente meraviglioso !!!,2021-09-13T16:16:58Z
@user-gu6qe8nr4o,"Palermo is a Magical city!<br>Full of music, culture and art!!!<br><br>and one of the best places I have ever visited!!!!<br><br>Hope I will make it back soon!",2021-09-13T15:23:38Z
@fabiovileladearaujo8962,"WOW.. This is beautiful city!!<br>WOW.. You are wonderful, Palermo!!<br>I see you soon!! 😍🙏🏻❤️",2021-09-13T15:10:51Z
@baro27,🇮🇹🇮🇹,2021-09-13T14:35:34Z
@firhanramadhan2327,Jadi Keinget Ricciardo njir,2021-09-13T14:13:18Z
@teeten3806,when the car is so fast and u when u take a video / screenshot it doesnt appear when u recorded it or took a picture of it:,2021-09-13T13:05:08Z
@teeten3806,imagine being a fan of another team as an italian and the f1 car that comes out is your most hated team and you thought it was different teams: <br><br><br><br><br><br>wow bruh moment,2021-09-13T13:03:34Z
@teeten3806,"everyone: loooking at monza and max<br>me: looking at the chef cooking pork at <a href=""https://www.youtube.com/watch?v=T8Yxjf5hv-E&amp;t=21"">0:21</a>",2021-09-13T13:02:13Z
@kossak007,That fake engine noise is hilarious!,2021-09-13T12:30:00Z
@markcherniy9059,Renault engine with honda stickers? ;),2021-09-13T11:19:53Z
@p.albertorocca2882,"Bello il filmato, ridicolo il titolo: Monza (la mia città) è a più di 1000 km da Palermo (città stupenda)e non c&#39;è il mare...",2021-09-13T11:12:27Z
@salvatorechianello249,Da oggi in poi tifo anche per Verstappen.... Un Grazie alla Red Bull.. Grande Spot !!! Cosi si conquista la cittadinanza onoraria!!!,2021-09-13T08:17:08Z
@mariaferrante8561,😍👍,2021-09-13T08:12:01Z
@davidet.4192,👏🏼👏🏼👏🏼👏🏼,2021-09-13T05:51:47Z
@hinataboke,After seeing the race it hits different lol,2021-09-12T23:00:36Z
@martinkovac984,Best advertising forever... good job Redbull,2021-09-12T22:43:15Z
@mauriziofelleti9591,TOP!!!!!,2021-09-12T21:22:32Z
@ritarestivo6212,Spot meraviglioso.....lo rivedo tante volte al giorno. E ogni giorno ho la pelle d oca. Mai vista la mia Palermo così bella,2021-09-12T21:16:15Z
@Hq_coy,Every Redbull videos is really amazing every post i follow.. the best YouTube Motorsport ever i see. really love Redbull F1 ♥️,2021-09-12T20:22:58Z
@Hq_coy,"After this video Redbull will make pitstop in Mars and Pluto.. they dream to make pitstop in Sun but max can&#39;t take this, their crew all is okay with it but max scare if he will be skin like hamilton.. because if he do this, after skin burn he not angry Dutch anymore but he will be burning Dutch.. okay im done 😂",2021-09-12T20:19:42Z
@cs.6235,"What a great sounding race car, wish them back on track🔥❤️",2021-09-12T19:03:46Z
@zamdom,Come si chiama lá música?,2021-09-12T17:47:46Z
@stadtbummel000,Bravissimo max<br>Benvenuto a Sicilia,2021-09-12T17:44:57Z
@southSorbet,OMG!!! La pubblicità più bella che io abbia mai visto!!!,2021-09-12T17:20:41Z
@natofolgorato9556,mi è sembrato di vedere uno jakidale selvatico,2021-09-12T17:00:06Z
@NICOMEO80,Fantastico,2021-09-12T16:27:31Z
@alphabluzx,crash in calling,2021-09-12T15:56:51Z
@ashutoshjha9711,Red Bull never cease to impress way to go boys 😊,2021-09-12T15:48:01Z
@DenniMetro,Ciao max Monza ti rifiuta,2021-09-12T14:18:02Z
@Snake230990,The music is Offenbach’s “la barcarola”,2021-09-12T12:43:50Z
@marioeagle93,Signora I limoni SIGNORAAAAAAAAH,2021-09-12T12:11:15Z
@AlessioBussaglia,domanda importante : in macchina era davvero Verstappen a Palermo oppure è un falso storico ?,2021-09-12T11:59:26Z
@aureliolumia8509,impara italiano verstappen,2021-09-12T11:53:42Z
@alessiorestivo7311,Che emozione!,2021-09-12T11:17:52Z
@ernestoborserini7687,Palermo è stupenda...,2021-09-12T10:49:34Z
@nobroblem1,"Cool,,    Max  makes F1 fantastic",2021-09-12T10:34:07Z
@Landlordgoita,"wow che città, ora capisco perché era la metà di tutti i turisti del mondo. visitata e abitata da re e Nobili di tutto il pianeta, tutte le gran città italiane e Europe. sono bellissime qui la  reb bull  ha dato il massimo ha fatto un spot  meraviglioso complimenti bravi",2021-09-12T10:08:48Z
@alankarami4642,Come attirare nuovi tifosi. Alla Red Bull ne sanno una piu del diavolo :),2021-09-12T09:38:53Z
@Alerosanero83,Grazie red bull... Video bellissimo... Palermo e questa è tanto altro... Ci siamo incavolati per il traffico di quei giorni causa strade chiuse per lo spot... Ma oggi vi dico GRAZIE perché questo video è un messaggio uno spot per portare tanto turismo in città...,2021-09-12T09:33:22Z
@tinetambs,Not accurate. We all know Max’s radio was: Gotshk itskk greastshk spoxtsx forskx ah leetelkxs spinsxkx,2021-09-12T09:19:17Z
@user-my6tz4zr4n,that red bull is  just beautiful,2021-09-12T08:43:53Z
@yogeshvartak199,Everybody knows it isnt this year&#39;s car,2021-09-12T08:22:26Z
@kevinmurimi42,AWESOME,2021-09-12T07:51:52Z
@Ramon-pv2se,Y alguien escribe en TripAdvisor &quot;no hay mucho que ver en Palermo&quot;.<br>No se hizo la miel para la boca del....<br>O echarle perlas a los 🐖,2021-09-12T07:48:35Z
@ariesglock2444,"Città più bella non ve! Tutti sognano mete esotiche dove vivere, ignorando d&#39;avere sotto il naso , la città più bella del mondo! Ma avete visto che immagini?",2021-09-12T07:13:09Z
@Lostris2711,Palermo sei bellissima 😍,2021-09-12T06:45:25Z
@Lostris2711,Go Max go 😍😍,2021-09-12T06:42:27Z
@zeroatlast,when you realize there&#39;s no halo,2021-09-12T06:32:32Z
@daniela4062,😁 GOOD LUCK GUYS ❤️😎,2021-09-12T06:21:42Z
@angelotenebruso318,"Brava Red Bull , un bellissimo video !!! 👍👍",2021-09-12T06:16:02Z
@thehandleiwantedwasntavailable,I think a bit of CGI was used in the making of this one.,2021-09-12T05:43:37Z
@bobthuvillager8356,"I think rb should put an old livery on a new car, like the show car has the most recent livery an like the rb6, but what if they put the rb6 livery on the rb16b",2021-09-12T04:15:08Z
@Andy-iq9pz,FIA: sees no halo on Max’s car<br><b>disqualified</b>,2021-09-12T03:48:22Z
@Mcestylo,Señorito maximilian,2021-09-12T03:48:15Z
@nicoherrerai,"Christian Horner&#39;s voice should be an option on waze. It would say &quot;That was mega, you did it, enjoy it, your destination is on your left!!&quot;",2021-09-12T03:41:32Z
@salvatoresottile4699,"Qualcuno sa&#39; il titolo del sottofondo musicale lirico al min <a href=""https://www.youtube.com/watch?v=T8Yxjf5hv-E&amp;t=83"">1:23</a> ?",2021-09-12T00:35:27Z
@ceciori869,Red bull It&#39;s amazing.,2021-09-11T23:50:19Z
@ziggyrahendrata8821,😁 superb... mantab guys 👍 I like this car,2021-09-11T23:45:36Z
@kyhxx,"redbull is so <a href=""http://g.ni/us"">g.ni/us</a> <a href=""http://th.is/"">th.is</a> dope^ max might b my fav drivr on grid tbh-",2021-09-11T22:51:10Z
@deportesla2297,Soñar Verlo En Venezuela!!!.....Solo Soñar.....En Lara Por Ejemplo.,2021-09-11T22:40:46Z
@haa1se591,This. Is. The. Best. Team.,2021-09-11T22:00:58Z
@mrsoisauce9017,"I’m spirited no one’s mentioning the car of choice isn’t the current car, but rather I think the RB7",2021-09-11T21:58:12Z
@MsSicily86,bellissimo spot,2021-09-11T21:36:16Z
@USUG0,"the lengths you have to go, to sell some caffeine",2021-09-11T21:07:29Z
@fitschi3000,"<a href=""https://www.youtube.com/watch?v=T8Yxjf5hv-E&amp;t=48"">0:48</a> your welcome",2021-09-11T20:41:22Z
@drss3,Always doing some 🔥 work guys. I love it.,2021-09-11T20:16:23Z
@alanherrera5421,"Ah yes, Donutsttappens in Palermo...",2021-09-11T20:07:31Z
@SirAyberk,ı believe if real italian people saw it in the streets ; they would throw tomatoes on the road in front and say &quot;meah red colour would be good but still not a ferrari&quot;,2021-09-11T20:07:30Z
@pirata3009,Più che melograno ci stava meglio il fico d&#39;india vista la location 👍,2021-09-11T19:51:27Z
@georgelucas5584,Peccato non guidasse realmente Max Verstappen...,2021-09-11T19:45:52Z
@abritandhisbikeinpoland6802,"Sorry, wrong car and driver, it should be Leclerc in a Ferrari, actually anyone in a Ferrari would be better!!",2021-09-11T19:16:11Z
@apefromthekitchen,Who drove the car?,2021-09-11T18:52:31Z
@rykerbrand4705,These videos are so perfect!,2021-09-11T18:44:08Z
@RRiccardo79,Sound v8.<br>Now turbohybrid blaaah.,2021-09-11T18:23:37Z
@Vylkeer,"Just like the one set in the US, you always kill it with these shorts. Really impressed by the shots, editing and directing in them. Though, just like the American one, I was expecting the journey to start from Palermo, then proceed through Naples, Rome and Bologna going up north, before finally reaching the town of Monza. That would&#39;ve been of even greater effect. Either way, as an Italian, I can&#39;t but say I enjoyed this tribute to Palermo, a wonderful Italian city. Curious of what your next road trip short will be!",2021-09-11T16:37:59Z
@dondiablo5583,"good for the environment that F1, should be banned today, and we have to stick to the environmental measures",2021-09-11T16:13:18Z
@80viva,"Stupendo!!!! Maravilla,😍😍😍",2021-09-11T16:08:26Z
@ypsingh92,We can&#39;t count how much black people would have crucified to build Italy.,2021-09-11T15:57:23Z
@ducatista900m6,Forza Sicilia!,2021-09-11T15:30:27Z
@ulisse-wl8ht,"Bellissimo, grande Red bull",2021-09-11T15:25:23Z
@byronsupremo7970,"Quanto è bella la mia Palermo, grazie red bull per questo regalo",2021-09-11T14:44:03Z
@marcolandolina5911,Questo video deve risvegliare i palermitani e capire l&#39;enorme potenziale della città unica ❤️,2021-09-11T14:29:00Z
@xoxixaxa,&lt;3 &lt;3 &lt;3 &lt;3,2021-09-11T14:08:47Z
@gt_torchia3933,Bellissimo,2021-09-11T13:34:22Z
@ThePitForever,"Palermo ha bisogno ancora della vostra competenza, del vostro fiuto e della vostra bravura. Puntate sulla locale squadra di calcio, Palermo non vi deluderà mai.",2021-09-11T13:31:38Z
@ThePitForever,"Un video di una bellezza straripante ed una città di una bellezza unica. Avete mirato al cuore ed avete fatto centro, voi della Red Bull. BRAVI!",2021-09-11T13:29:11Z
@megatube1358,Amazing 👍👍👍👍,2021-09-11T12:59:52Z
@rosariomonte7303,"Acquistate il Palermo Calcio⚽️...a voi non costa nulla, per noi sarebbe tanto...la città se lo merita😘",2021-09-11T12:42:06Z
@micolbistoletti2326,Ritengo questo spot fantastico perché da modo di poter far vedere al mondo la bellezza incantevole di questa città. G.p.Bistoletti,2021-09-11T12:40:02Z
@schutzadful,Fish face parking his car in a fish market. Makes sense.,2021-09-11T12:38:26Z
@drod3434,"Lewis is James, please let Max thru.",2021-09-11T12:28:11Z
@pamelatodaro3757,Love it! Love Sicily!,2021-09-11T12:03:28Z
@KulasangarGowrisangar,beautiful pictures,2021-09-11T11:15:54Z
@michelecianchetta958,Super grandi Red Bull  e la ferrari dorme.....,2021-09-11T11:09:58Z
@Iuventus_1897,You understand who’s the most beautiful country?😉🇮🇹,2021-09-11T10:51:50Z
@militellolorenzo6156,Chi come me di Palermo,2021-09-11T10:50:00Z
@davidhackl7503,from what year wos the car ? nice video really nice,2021-09-11T10:28:22Z
@cheerzopuwgezondheid5636,What&#39;s this mosquito noise all the time?,2021-09-11T10:27:38Z
@gio000,only in italy you can make this 🇮🇹,2021-09-11T09:50:36Z
@giusyferraro3369,Uwau!!Semplicemente  Fantastica Palermo  grazie Red Bul  🥰🥰🥰❤❤❤,2021-09-11T09:35:24Z
@mrorange3649,Venite a Palermo 😘<br>Great Red Bull!,2021-09-11T09:04:45Z
@martabassof,spettacolo,2021-09-11T08:27:58Z
@DanieleVincenzoni,BELLISSIMO 🔝💚🤍❤️,2021-09-11T08:22:48Z
@europeforeveryone,Incredible video!! Palermo is the best!,2021-09-11T07:52:01Z
@amber_broxks,Where is the halo? 😂,2021-09-11T07:50:41Z
@Rednunzio,la mia Italia è il paese piú bello al mondo c&#39;è poco da fare. Come mai negli spot si usa sempre il suono del V10 aspirato ? Lo rivogliamo 🙏🏻,2021-09-11T07:49:06Z
@krist8904,Capolavoro.,2021-09-11T07:30:10Z
@hectorfernandez8890,Awesome video. Cheers to Read Bull,2021-09-11T07:27:56Z
@user-cr7pp8gl6l,Bravo!!,2021-09-11T07:13:47Z
@VIPAH,Becoming more and more ambitious as I watch these high quality videos. The drone footage is absolutely EPIC!,2021-09-11T07:08:31Z
@paoloabbate2528,Che spettacolo!,2021-09-11T06:29:22Z
@roxanailie7790,"The video is unbelievable in terms of quality, production, image and scenario. I loved the fact that at the end Max sailed away with a modest boat instead of a luxurios one. RedBull should make a habbit by doing this type of videos ☀️",2021-09-11T06:15:05Z
@ignaziaabbruzzo3426,Orgogliosa di essere palermitana. Good job guy. 💓,2021-09-11T05:54:48Z
@giulianofacchin,Coniugate le bellezze Storiche e la realtà di Palermo con  la tecnologia del 2000 ! Che dire grande spot  per la Red e per la Sicilia !!!!,2021-09-11T05:54:23Z
@glenniz1,"Keep it going Red Bull, these videos are Blast to watch!!!!",2021-09-11T05:02:55Z
@bernardoviana1,"Anyone knows the name of that fantastic song playing in the background as of <a href=""https://www.youtube.com/watch?v=T8Yxjf5hv-E&amp;t=90"">1:30</a>? Thanks!",2021-09-11T04:58:26Z
@tgcdt1193,So beautiful！,2021-09-11T04:48:22Z
@alessandroguagnini9292,Next time start from Rome!,2021-09-11T04:25:09Z
@forevernow4,Try watching the video with some nice headphones. Sounds amazon that stereo separation. Suerte a máx y checo!  Vamos Redbull!,2021-09-11T03:41:18Z
@minpercent1841,So beautiful video this is!<br>Also his steering wheel.. keeps moving busy while on the straight street road.. Imagine driving F1 machine on bumpy roads! Another impressive scene of how good F1 drivers are!!!! &lt;3,2021-09-11T03:31:14Z
@dontstop831,Wow beautiful video,2021-09-11T03:13:54Z
@targaflorio3239,"Being Sicily and this not the Scuderia, pretty sure the locals would have thrown a grenade in the car. Lol",2021-09-11T02:15:57Z
@leonidas759,This is amazing! And my boy Checo is ready to rock in the Red Bull again!,2021-09-11T02:09:10Z
@TheJesterDream,"La mia città, la più bella del mondo",2021-09-10T23:33:54Z
@gustavozs7895,Caralhooooo que produção 🇮🇹 🏁,2021-09-10T22:54:12Z
@davidlonhol8016,Grande.,2021-09-10T22:53:48Z
@davidgarton2387,Another classic video by Red Bull,2021-09-10T22:43:05Z
@Giam83,Red Bull 👍Palermo 💓🖤,2021-09-10T22:24:07Z
@Drazee123,Video would be much better without the cheesy dialogues tho.,2021-09-10T21:30:29Z
